student_id,cgpa,attendance,coding_score,aptitude_score,communication_score,projects_count,internships_count,hackathon_count,placement_status
632,9.48,58,25,56,17,1,0,1,1
633,7.56,95,7,36,98,4,3,3,1
634,7.66,57,72,15,79,0,1,0,1
635,5.54,100,90,36,48,1,2,0,0
636,7.24,84,3,75,70,4,2,0,1
637,7.66,67,20,23,29,4,1,0,0
638,6.21,54,30,25,18,5,0,4,0
639,6.35,63,20,19,54,6,3,3,0
640,6.89,77,24,8,59,4,1,1,0
641,5.1,79,14,86,86,4,0,3,0
642,6.61,53,34,28,71,3,3,1,0
643,6.06,88,48,30,80,6,3,0,1
644,6.64,69,42,18,20,4,1,4,0
645,5.6,74,40,19,25,5,3,2,0
646,9.45,77,36,86,27,3,2,2,1
647,7.97,61,56,26,38,3,2,5,1
648,8.4,51,41,93,32,7,3,0,1
649,8.95,92,46,84,39,0,1,0,1
650,7.49,63,91,43,82,1,3,3,1
651,5.43,71,60,34,28,3,1,4,0
652,7.69,80,13,70,19,2,1,4,0
653,7.93,72,67,21,19,3,2,3,1
654,8.73,97,52,73,73,7,2,4,1
655,7.16,69,83,86,11,2,0,4,1
656,5.64,87,33,14,96,7,1,2,0
657,6.42,53,75,93,24,7,3,4,1
658,6.82,64,96,97,24,6,1,0,1
659,8.23,73,23,12,3,0,2,2,0
660,7.85,74,19,3,3,2,1,0,0
661,6.78,50,68,81,8,0,0,0,1
662,9.93,56,29,55,14,0,3,3,1
663,8.03,80,87,22,25,0,1,5,1
664,6.19,61,6,96,78,2,3,4,1
665,5.51,91,35,97,89,2,3,4,1
666,5.76,54,37,33,91,0,2,4,0
667,6.23,93,79,99,70,6,1,4,1
668,5.8,99,51,98,31,0,3,2,1
669,5.93,91,14,16,75,6,2,1,0
670,6.43,87,45,27,98,1,0,0,0
671,5.87,61,22,13,51,6,0,5,0
672,9.48,88,11,33,31,6,1,5,1
673,5.4,67,92,74,8,6,3,1,1
674,7.62,51,43,56,77,0,1,1,1
675,7.05,59,14,76,12,4,3,1,1
676,9.91,64,92,96,55,1,2,2,1
677,5.56,79,48,54,43,1,0,1,0
678,6.99,93,20,65,96,7,0,2,1
679,9.85,66,14,97,95,1,0,3,1
680,9.33,53,13,92,82,4,0,3,1
681,9.09,56,41,36,29,1,1,5,1
682,6.29,90,79,67,15,1,3,3,1
683,5.85,80,14,75,11,2,1,2,0
684,8.34,100,62,25,73,5,2,2,1
685,9.65,88,67,60,65,7,0,0,1
686,7.78,83,26,91,17,2,3,1,1
687,7.86,55,86,66,12,0,1,4,1
688,6.4,99,92,83,92,7,3,4,1
689,8.85,87,52,73,23,0,1,1,1
690,5.94,94,51,51,11,7,3,4,1
691,6.62,100,62,17,59,6,3,4,1
692,7.13,83,72,52,59,3,0,4,1
693,7.54,93,52,62,92,7,1,5,1
694,6.21,64,56,52,85,5,2,2,1
695,5.57,63,51,26,99,4,3,2,1
696,8.05,55,42,30,0,2,2,2,1
697,6.44,99,6,90,42,7,0,1,0
698,7.91,86,41,0,54,0,2,3,0
699,5.77,99,3,5,39,4,3,5,0
700,7.41,81,68,10,63,1,3,5,1
701,7.66,52,4,33,33,4,3,4,0
702,5.26,52,74,83,33,2,1,0,1
703,6.68,71,91,62,47,5,2,2,1
704,5.67,71,79,52,32,3,1,5,1
705,5.32,59,40,84,67,6,3,5,1
706,9.95,100,93,84,29,2,3,0,1
707,6.61,52,3,17,83,6,0,4,0
708,9.05,61,1,20,89,5,0,5,1
709,6.27,78,66,18,78,0,3,5,0
710,8.41,97,20,3,70,6,1,3,1
711,8.8,66,69,76,70,0,1,0,1
712,7.98,56,42,81,28,4,3,4,1
713,7.36,62,81,28,22,2,2,4,1
714,7.06,51,68,24,33,0,1,2,0
715,6.74,53,8,55,83,1,3,3,0
716,9.65,59,83,76,14,1,0,4,1
717,9.15,88,27,62,96,3,3,3,1
718,9.83,73,25,26,52,4,1,2,1
719,5.62,66,81,59,16,0,3,0,1
720,8.65,55,82,82,63,3,2,5,1
721,9.69,68,2,48,83,1,2,5,1
722,5.91,54,72,64,60,3,1,1,1
723,5.33,81,99,37,56,7,3,1,1
724,8.71,59,94,82,76,3,2,1,1
725,7.87,58,48,51,87,0,2,5,1
726,9.21,76,16,0,36,0,0,3,0
727,5.7,62,62,39,6,0,1,1,0
728,8.98,68,54,80,7,4,0,0,1
729,6.01,70,22,20,86,6,0,4,0
730,5.82,73,33,85,77,3,2,3,1
731,5.82,87,68,14,67,3,3,5,1
732,9.07,53,14,49,20,4,0,0,1
733,8.33,73,46,47,60,1,1,5,1
734,7.62,84,2,31,73,2,1,3,0
735,6.79,52,82,48,85,6,3,3,1
736,9.39,53,27,67,93,1,1,3,1
737,6.96,86,2,44,93,4,0,2,0
738,9.08,89,3,31,79,6,3,4,1
739,7.2,97,87,3,74,6,1,1,1
740,6.88,84,30,64,85,3,1,2,1
741,7.31,80,44,96,28,3,0,4,1
742,6.51,93,58,70,24,0,0,5,0
743,8.74,74,44,72,57,0,0,1,1
744,7.51,89,74,64,13,7,0,2,1
745,6.16,62,36,79,77,3,3,2,1
746,9.5,53,64,17,65,3,3,0,1
747,6.92,95,8,53,53,5,3,2,1
748,7.72,63,16,46,76,6,2,3,1
749,9.53,62,64,5,66,0,0,5,1
750,8.12,76,2,65,29,0,0,2,0
751,5.58,55,25,8,17,1,3,3,0
752,9.7,66,52,67,53,3,1,4,1
753,8.14,85,30,22,99,6,1,4,1
754,6.67,89,25,42,20,3,0,3,0
755,5.7,98,22,50,52,4,0,0,0
756,8.97,84,29,71,82,1,3,0,1
757,8.1,66,9,24,15,2,0,4,0
758,7.67,90,71,79,27,2,1,5,1
759,9.47,51,88,34,3,2,1,2,1
760,8.94,62,63,16,54,6,0,4,1
761,5.76,51,21,17,14,5,3,4,0
762,6.56,77,14,26,63,0,3,3,0
763,6.24,92,55,14,64,6,1,0,0
764,8.72,75,73,80,15,2,3,5,1
765,5.17,71,19,68,19,4,1,3,0
766,7.85,96,46,79,63,7,0,4,1
767,8.81,92,86,14,32,6,1,1,1
768,9.38,52,52,41,80,6,0,2,1
769,6.71,84,52,33,68,7,3,4,1
770,9.11,61,0,47,68,0,2,3,1
771,5.55,73,1,82,57,0,2,1,0
772,9.23,54,57,7,38,2,2,1,1
773,5.64,69,18,9,76,0,1,4,0
774,6.99,88,61,4,35,7,2,5,1
775,8.99,88,77,47,93,1,1,0,1
776,5.75,62,71,25,67,7,3,1,1
777,6.15,90,11,85,86,7,0,2,1
778,8.61,94,25,22,20,1,2,3,0
779,8.6,61,26,61,62,7,1,3,1
780,8.21,62,28,12,84,2,3,3,1
781,8.47,59,14,8,5,6,3,4,1
782,7.71,82,45,19,23,4,2,3,1
783,6.26,89,0,91,52,0,3,3,0
784,6.73,65,59,56,94,3,3,2,1
785,5.91,94,91,100,82,6,3,0,1
786,9.54,84,56,23,75,2,1,5,1
787,7.92,52,2,32,77,5,3,4,1
788,7.0,54,17,19,49,0,3,4,0
789,7.31,75,51,59,11,2,3,3,1
790,9.74,60,59,47,55,7,3,2,1
791,5.77,56,33,63,14,2,3,1,0
792,7.93,59,95,29,82,4,1,3,1
793,7.53,91,92,72,91,3,3,3,1
794,8.06,83,88,16,39,0,3,4,1
795,5.09,52,59,99,40,2,0,4,0
796,9.36,57,25,13,68,2,3,3,1
797,9.66,80,71,18,68,6,3,4,1
798,7.83,60,18,70,5,0,1,2,0
799,8.48,94,21,58,86,7,3,1,1
800,9.61,56,92,66,66,2,1,1,1
801,8.54,94,32,96,100,2,2,1,1
802,5.76,51,37,43,32,2,3,3,0
803,7.88,55,34,31,42,1,0,5,0
804,8.03,90,66,10,20,1,1,3,0
805,7.12,81,82,1,83,3,2,3,1
806,8.68,69,9,89,64,4,0,2,1
807,9.67,83,90,67,16,6,1,1,1
808,9.63,99,14,16,92,6,2,4,1
809,7.25,65,10,80,7,0,0,4,0
810,5.57,74,89,91,63,4,3,0,1
811,9.92,61,23,93,89,7,0,0,1
812,9.19,56,76,39,27,4,0,5,1
813,5.62,88,95,86,97,6,0,4,1
814,9.6,66,100,45,89,7,1,1,1
815,9.35,94,3,87,12,1,3,3,1
816,7.59,60,12,92,100,3,3,4,1
817,7.96,55,72,3,12,7,1,5,1
818,7.0,72,56,37,37,7,0,5,1
819,5.27,76,97,62,24,4,3,4,1
820,6.68,95,36,28,61,6,0,0,0
821,9.01,55,47,18,22,4,3,1,1
822,5.02,87,70,90,85,2,1,4,1
823,6.67,51,0,28,20,0,2,3,0
824,6.99,71,59,99,53,3,0,3,1
825,7.69,69,11,34,62,6,3,2,1
826,9.6,74,20,69,29,0,3,3,1
827,6.73,64,10,22,74,7,3,4,1
828,6.73,98,43,45,67,1,1,4,0
829,8.69,78,57,43,96,4,1,3,1
830,7.26,57,43,47,75,4,2,0,1
831,6.12,86,77,51,72,5,1,1,1
832,7.26,98,97,7,31,0,0,5,0
833,5.7,82,33,54,74,1,1,4,0
834,5.88,71,24,65,100,6,3,3,1
835,7.49,99,3,76,23,5,0,5,0
836,7.09,96,63,39,6,7,1,3,1
837,9.57,54,89,84,71,5,0,4,1
838,6.81,88,15,30,96,2,0,2,0
839,7.9,67,9,47,88,5,1,1,1
840,8.16,87,65,99,0,5,0,4,1
841,5.07,86,34,60,2,2,3,5,0
842,8.32,79,82,51,27,4,3,3,1
843,5.89,100,5,37,42,4,1,2,0
844,9.81,80,18,90,96,7,1,4,1
845,5.74,59,58,35,45,3,3,1,0
846,7.07,64,52,86,0,5,1,2,1
847,5.43,91,7,54,37,0,3,5,0
848,9.98,97,77,84,90,4,0,3,1
849,7.51,93,9,12,34,1,1,0,0
850,7.98,67,66,36,73,6,2,1,1
851,5.34,72,37,46,75,0,3,2,0
852,8.75,82,28,89,73,3,3,4,1
853,6.05,65,14,70,53,5,0,4,0
854,9.49,87,86,21,97,2,2,2,1
855,6.03,84,22,38,23,3,2,4,0
856,5.95,83,81,86,27,0,2,2,1
857,5.18,77,45,57,21,2,3,1,0
858,7.36,51,82,29,15,7,3,4,1
859,7.82,79,27,17,12,1,2,1,0
860,5.33,62,25,17,99,2,1,3,0
861,8.88,90,9,73,99,2,2,3,1
862,7.27,65,46,38,61,1,0,3,0
863,7.62,54,3,93,42,4,2,3,1
864,7.2,77,54,25,86,4,2,4,1
865,7.0,88,65,70,77,2,2,2,1
866,7.8,94,66,6,31,6,1,4,1
867,5.78,69,6,68,66,2,2,5,0
868,5.91,73,54,64,90,3,2,4,1
869,9.31,76,79,45,82,6,3,1,1
870,9.73,79,30,17,85,4,2,2,1
871,6.87,94,73,12,56,1,0,0,0
872,6.35,76,18,24,64,5,3,0,0
873,8.22,75,27,7,68,5,1,2,1
874,7.04,56,80,73,48,2,3,0,1
875,5.13,91,27,31,32,2,1,2,0
876,5.78,96,18,16,18,5,1,1,0
877,8.58,87,100,78,35,3,0,1,1
878,8.29,54,86,78,69,3,2,4,1
879,5.14,72,19,47,14,3,0,0,0
880,6.11,77,12,62,99,7,3,2,1
881,6.16,83,76,39,96,0,1,1,0
882,8.36,64,42,83,23,1,3,4,1
883,5.1,81,10,14,26,0,1,0,0
884,5.52,75,47,98,48,2,3,0,1
885,9.0,97,14,5,74,3,1,0,0
886,5.89,80,16,93,22,3,0,1,0
887,8.26,68,53,62,32,5,1,1,1
888,6.19,58,49,7,40,7,2,0,0
889,5.5,78,27,94,55,5,0,1,0
890,6.22,100,82,31,28,6,2,0,1
891,8.61,88,3,44,30,3,3,3,1
892,9.28,53,21,51,64,7,3,1,1
893,9.15,52,85,78,97,4,1,2,1
894,6.99,78,100,81,17,5,1,1,1
895,8.34,60,38,12,81,1,3,0,1
896,6.02,82,33,23,5,7,0,2,0
897,6.47,87,96,39,51,0,2,4,1
898,9.48,60,43,13,39,7,3,2,1
899,5.07,76,41,91,64,1,0,2,0
900,5.43,82,39,74,41,5,2,1,1
901,6.04,70,96,69,93,3,1,5,1
902,5.13,88,11,61,67,2,0,2,0
903,5.91,80,1,88,31,7,0,2,0
904,7.92,87,27,60,9,4,3,0,1
905,7.11,95,73,0,68,5,2,1,1
906,9.46,51,85,88,8,1,3,0,1
907,9.09,76,80,65,68,7,1,1,1
908,6.71,85,89,31,60,2,1,4,1
909,6.3,60,66,12,10,5,2,5,0
910,6.9,96,70,32,98,3,2,2,1
911,7.95,67,71,31,90,6,2,1,1
912,6.34,50,83,55,67,3,3,2,1
913,8.12,84,75,23,73,3,2,2,1
914,7.05,84,98,90,96,3,2,3,1
915,7.76,80,80,3,7,5,3,0,1
916,7.18,77,91,87,48,6,1,5,1
917,6.47,88,9,22,23,4,1,1,0
918,9.74,50,85,28,32,4,0,4,1
919,8.82,74,56,97,18,1,1,5,1
920,5.7,92,96,20,1,5,2,3,1
921,9.34,87,85,29,54,7,1,0,1
922,7.44,69,36,89,10,7,3,4,1
923,9.47,52,76,19,98,6,1,4,1
924,9.0,100,90,15,16,7,1,2,1
925,7.13,51,63,66,41,6,0,0,1
926,5.11,67,78,48,60,3,0,3,0
927,6.34,93,85,100,2,7,2,1,1
928,7.71,59,93,57,85,4,3,1,1
929,8.17,54,39,43,34,5,2,3,1
930,6.29,58,100,24,84,2,3,2,1
931,5.7,51,97,22,88,4,3,2,1
932,9.17,83,59,58,65,7,0,4,1
933,9.92,87,97,0,0,4,1,0,1
934,7.63,80,47,96,6,6,1,4,1
935,5.86,59,98,14,19,1,0,1,0
936,6.36,99,18,80,42,4,2,3,1
937,5.09,61,71,97,5,2,1,0,0
938,9.57,85,32,80,54,3,2,3,1
939,5.59,70,43,51,99,0,1,0,0
940,7.88,98,91,57,20,1,2,5,1
941,6.37,96,36,40,50,2,3,1,0
942,7.77,55,88,43,45,1,3,1,1
943,8.26,97,35,3,34,7,1,5,1
944,9.15,98,80,76,99,5,2,0,1
945,6.03,52,87,67,7,7,2,2,1
946,5.05,59,20,6,67,3,3,0,0
947,5.68,54,1,45,15,4,2,1,0
948,9.5,95,30,8,66,7,0,3,1
949,9.37,75,96,86,70,5,2,4,1
950,7.99,70,29,32,63,4,3,3,1
951,8.0,94,75,32,1,7,0,1,1
952,8.33,75,43,83,0,6,0,3,1
953,5.88,87,11,3,57,2,2,2,0
954,9.57,93,50,64,0,3,3,2,1
955,7.09,75,48,33,6,0,3,0,0
956,6.92,57,23,90,87,0,3,3,1
957,7.59,54,23,84,68,4,0,3,1
958,5.23,64,59,87,84,5,3,1,1
959,5.83,65,10,78,91,6,0,0,0
960,8.69,50,12,98,17,3,0,0,1
961,5.41,65,90,63,87,3,1,3,1
962,8.02,86,71,24,31,2,2,4,1
963,6.23,52,73,54,44,5,3,3,1
964,6.95,96,71,8,32,0,0,3,0
965,6.44,80,63,16,73,2,2,3,0
966,6.78,62,19,20,72,7,0,2,0
967,8.6,65,71,59,48,1,2,5,1
968,6.49,92,72,12,32,3,0,0,0
969,7.83,70,70,2,96,0,3,5,1
970,7.38,51,77,67,70,2,1,2,1
971,8.32,76,27,3,67,4,1,4,0
972,9.68,87,1,91,27,1,1,1,1
973,8.66,75,42,6,86,2,0,4,0
974,6.07,87,7,25,52,4,2,0,0
975,5.16,95,12,74,95,0,3,1,0
976,6.31,74,84,23,43,0,3,5,1
977,7.98,60,91,9,79,1,0,4,1
978,5.26,57,34,100,54,4,1,0,0
979,7.48,57,22,12,9,3,0,4,0
980,7.98,82,45,43,13,6,2,1,1
981,6.67,56,14,38,35,6,1,1,0
982,8.85,87,1,18,33,0,0,4,0
983,5.53,70,60,50,87,5,2,2,1
984,5.38,57,75,18,17,3,1,4,0
985,8.64,100,63,75,15,3,3,5,1
986,7.48,70,51,51,36,6,2,4,1
987,8.44,69,35,85,40,2,3,4,1
988,7.17,57,66,46,24,7,2,2,1
989,6.23,95,68,100,7,2,1,3,1
990,9.1,80,66,29,87,0,0,1,1
991,9.0,99,46,45,83,3,0,5,1
992,8.47,78,82,75,93,2,0,0,1
993,6.36,97,1,92,83,4,0,1,0
994,7.95,58,43,20,17,4,2,1,1
995,6.8,64,100,74,67,7,0,3,1
996,5.46,79,63,100,47,4,0,1,1
997,9.59,75,80,47,99,7,2,1,1
998,5.68,59,77,61,69,4,2,2,1
999,9.75,78,27,57,66,7,1,2,1
1000,7.23,65,90,17,17,7,2,2,1
1001,5.93,85,53,58,17,7,3,2,1
1002,7.71,69,73,90,55,3,1,2,1
1003,9.36,94,66,100,22,4,1,5,1
1004,8.66,86,35,47,34,3,0,0,1
1005,9.03,71,62,62,5,6,0,3,1
1006,8.29,56,24,11,25,0,3,4,0
1007,8.46,72,85,86,84,7,0,5,1
1008,9.25,90,47,33,60,0,2,2,1
1009,6.25,89,38,60,87,4,2,3,1
1010,7.45,78,46,86,14,4,0,4,1
1011,6.11,65,93,52,90,4,0,1,1
1012,9.94,87,20,24,31,7,2,5,1
1013,9.72,77,29,61,11,0,1,1,1
1014,5.2,97,91,3,4,2,3,3,0
1015,8.53,87,30,93,63,0,3,0,1
1016,9.63,80,25,93,70,4,1,0,1
1017,5.9,63,21,12,85,2,3,3,0
1018,7.84,82,20,41,26,7,0,0,1
1019,9.58,58,0,48,78,2,0,0,1
1020,5.17,76,36,77,44,1,0,1,0
1021,8.49,73,76,55,34,6,3,0,1
1022,6.49,62,84,46,25,3,1,0,1
1023,9.62,75,45,7,22,6,0,3,1
1024,9.86,78,8,54,12,4,1,0,1
1025,9.72,100,16,87,89,3,2,5,1
1026,7.37,98,46,17,2,1,2,2,0
1027,9.31,92,84,34,28,3,2,2,1
1028,9.22,77,94,88,65,4,3,3,1
1029,6.6,77,58,80,63,1,3,2,1
1030,9.14,57,53,31,27,3,0,1,1
1031,5.19,72,85,23,86,7,2,5,1
1032,7.98,78,11,6,35,0,1,5,0
1033,6.15,54,63,12,5,2,3,3,0
1034,5.6,91,5,90,10,6,1,0,0
1035,5.38,56,52,68,37,1,1,2,0
1036,8.48,91,15,99,33,0,0,1,1
1037,6.7,85,89,89,80,4,0,3,1
1038,8.62,90,4,41,66,2,1,3,0
1039,5.33,76,72,30,45,6,1,0,0
1040,6.58,95,45,73,97,1,1,4,1
1041,7.7,51,13,25,85,2,1,2,0
1042,8.95,74,43,85,28,5,2,1,1
1043,6.59,58,62,75,59,7,1,3,1
1044,8.13,76,93,31,53,5,3,2,1
1045,9.43,50,51,90,92,1,0,1,1
1046,8.08,72,25,96,68,1,3,5,1
1047,6.16,59,52,51,73,3,0,5,0
1048,5.12,91,28,19,73,2,0,1,0
1049,9.35,74,18,39,8,5,0,5,1
1050,5.11,52,46,58,84,6,3,3,1
1051,9.37,55,7,76,76,5,0,2,1
1052,7.64,55,22,13,9,2,1,1,0
1053,9.7,51,34,43,74,5,1,3,1
1054,8.99,67,94,85,67,6,2,2,1
1055,9.99,72,52,81,57,0,2,2,1
1056,6.75,51,98,47,94,7,2,3,1
1057,8.84,61,95,92,51,5,1,2,1
1058,7.01,71,57,42,33,7,3,4,1
1059,7.4,86,4,15,34,5,2,1,0
1060,8.14,69,15,34,32,4,1,1,0
1061,9.37,88,16,52,71,0,0,2,1
1062,9.92,73,31,33,31,3,3,3,1
1063,8.84,97,95,2,54,1,3,0,1
1064,7.09,69,51,67,96,6,1,5,1
1065,7.11,50,19,4,7,5,1,2,0
1066,8.69,50,65,9,45,6,0,0,1
1067,6.19,66,83,51,13,3,0,2,1
1068,5.55,50,81,28,97,3,0,0,0
1069,6.77,94,0,95,7,0,3,2,0
1070,6.44,79,57,30,70,6,3,3,1
1071,6.48,90,92,65,76,1,2,5,1
1072,6.17,96,92,75,53,4,2,0,1
1073,5.21,52,82,90,20,3,2,4,1
1074,5.09,95,43,68,95,4,3,3,1
1075,9.94,60,5,36,74,1,0,5,1
1076,7.14,73,49,26,13,1,2,2,0
1077,6.92,71,71,86,74,7,0,0,1
1078,8.4,93,87,32,1,0,0,5,1
1079,6.09,94,19,67,97,6,0,1,0
1080,9.75,75,13,58,60,2,2,3,1
1081,8.93,62,4,63,16,6,2,0,1
1082,5.45,50,40,84,77,5,0,3,0
1083,7.09,73,39,87,88,0,2,0,1
1084,9.4,59,33,43,47,6,1,1,1
1085,9.72,84,79,94,90,4,2,4,1
1086,7.34,73,44,87,7,7,0,1,1
1087,8.07,77,70,48,55,6,0,2,1
1088,5.84,85,79,52,16,0,3,3,1
1089,9.96,65,70,73,68,1,3,4,1
1090,6.16,89,26,48,11,7,0,3,0
1091,9.71,65,77,65,37,3,1,5,1
1092,8.25,66,77,94,17,7,3,0,1
1093,8.04,100,43,62,25,7,0,2,1
1094,7.56,64,32,24,94,5,3,2,1
1095,6.15,65,32,3,36,5,3,3,0
1096,5.88,64,43,50,69,2,0,2,0
1097,6.1,83,19,10,40,1,2,3,0
1098,5.93,60,35,16,78,5,1,0,0
1099,8.9,50,6,65,41,7,2,0,1
1100,6.75,64,31,69,89,5,0,3,1
1101,5.29,75,66,72,75,3,0,1,0
1102,9.85,100,38,68,40,4,1,1,1
1103,9.42,53,92,83,46,4,0,0,1
1104,9.64,92,23,28,13,4,3,4,1
1105,9.97,54,85,84,0,0,1,1,1
1106,5.87,84,69,72,16,4,2,3,1
1107,6.98,62,87,91,96,4,1,0,1
1108,8.79,59,86,71,54,0,2,2,1
1109,8.48,60,53,94,92,7,0,2,1
1110,5.77,67,37,19,52,7,2,1,0
1111,9.08,83,73,26,30,7,2,4,1
1112,6.12,88,79,7,61,3,2,5,0
1113,6.12,90,74,84,7,1,1,1,1
1114,7.68,91,31,60,29,5,3,4,1
1115,7.96,99,44,27,76,2,2,1,1
1116,7.9,72,60,86,79,5,1,2,1
1117,5.46,56,69,69,65,7,1,4,1
1118,9.39,88,87,2,44,7,3,2,1
1119,6.33,52,96,68,17,4,1,3,1
1120,5.65,61,52,72,98,4,0,3,1
1121,9.44,56,50,6,44,6,0,0,1
1122,9.78,98,75,59,18,5,0,2,1
1123,9.31,75,55,3,76,7,3,2,1
1124,9.05,82,26,4,67,5,1,0,1
1125,8.28,86,37,10,82,6,0,3,1
1126,7.75,97,61,14,49,4,2,3,1
1127,5.43,64,17,63,24,7,1,4,0
1128,7.04,51,63,97,37,0,0,4,1
1129,6.86,90,76,12,94,7,1,5,1
1130,6.3,56,29,6,35,0,0,3,0
1131,8.62,81,48,5,67,0,2,5,1
1132,7.48,53,40,55,55,2,1,1,1
1133,5.41,69,12,63,38,1,0,2,0
1134,6.1,99,33,49,62,4,0,4,0
1135,8.42,85,99,29,6,3,2,1,1
1136,5.38,81,93,21,57,5,2,4,1
1137,9.26,77,24,24,79,5,0,0,1
1138,7.48,62,65,27,58,4,0,2,1
1139,7.4,50,99,83,47,4,3,5,1
1140,7.96,84,17,38,4,4,3,5,1
1141,9.12,97,4,66,86,5,1,4,1
1142,6.74,79,18,4,35,6,1,3,0
1143,8.39,85,41,64,95,4,3,5,1
1144,7.83,74,17,14,87,5,0,0,0
1145,6.34,65,31,89,24,1,2,0,0
1146,9.39,68,20,66,44,3,1,3,1
1147,8.99,50,9,39,91,0,0,0,0
1148,8.29,54,36,97,18,6,2,2,1
1149,9.25,100,48,68,6,3,2,4,1
1150,9.34,71,85,94,57,4,0,0,1
1151,8.54,73,12,76,80,3,0,2,1
1152,9.19,92,54,42,65,4,1,3,1
1153,8.49,94,16,0,79,3,3,4,1
1154,8.4,86,8,21,38,2,0,3,0
1155,8.09,85,87,61,17,7,3,4,1
1156,8.76,85,43,78,0,3,1,0,1
1157,5.79,53,77,25,62,7,3,0,1
1158,9.4,85,45,17,2,0,3,4,1
1159,9.36,67,7,47,20,0,2,2,1
1160,5.15,99,36,8,29,6,1,2,0
1161,9.13,65,18,0,10,3,0,2,0
1162,5.64,90,62,8,21,5,3,1,0
1163,6.68,67,91,22,56,7,1,5,1
1164,8.72,71,45,44,88,5,2,5,1
1165,5.8,51,93,1,2,5,2,5,1
1166,9.09,70,70,13,29,3,3,2,1
1167,9.16,85,25,37,87,5,3,0,1
1168,7.54,93,45,39,44,1,0,1,0
1169,5.03,88,45,62,35,3,1,2,0
1170,6.44,96,74,81,86,0,0,0,1
1171,8.08,88,13,15,71,7,0,1,0
1172,9.91,78,84,92,63,6,2,0,1
1173,8.16,75,62,74,53,5,1,4,1
1174,6.3,70,71,5,67,2,0,0,0
1175,8.17,66,2,2,49,5,2,1,0
1176,7.7,65,27,13,30,0,3,2,0
1177,8.9,80,28,65,28,1,0,5,1
1178,5.53,100,86,95,58,3,3,1,1
1179,8.81,58,17,94,35,5,1,2,1
1180,7.71,80,34,74,76,2,0,2,1
1181,9.81,63,76,85,72,7,3,3,1
1182,6.71,98,75,66,84,6,3,4,1
1183,8.16,86,46,30,66,0,1,3,1
1184,9.66,51,4,32,88,6,2,5,1
1185,5.51,97,74,87,88,6,2,1,1
1186,9.69,95,58,0,75,2,0,3,1
1187,8.44,63,74,43,92,7,3,5,1
1188,5.34,82,58,14,10,4,2,2,0
1189,6.5,84,46,36,10,0,0,1,0
1190,8.54,88,94,26,25,4,3,3,1
1191,5.34,96,94,47,52,2,0,0,0
1192,7.91,100,12,26,13,3,1,5,0
1193,6.73,69,77,11,63,3,0,5,0
1194,8.1,51,88,66,79,3,1,4,1
1195,5.23,100,32,29,9,6,3,0,0
1196,9.36,90,96,95,30,4,3,1,1
1197,9.87,68,61,86,94,6,3,3,1
1198,9.84,86,78,65,35,3,0,2,1
1199,8.75,67,15,6,9,6,3,3,1
1200,5.65,65,43,33,25,1,3,1,0
1201,8.79,53,57,31,19,0,1,1,1
1202,5.12,61,5,38,43,0,3,1,0
1203,5.11,78,88,95,61,7,3,1,1
1204,6.62,56,14,42,72,6,3,5,1
1205,7.44,63,3,42,78,7,2,3,1
1206,8.85,61,55,77,8,2,3,0,1
1207,8.42,84,63,2,70,5,0,2,1
1208,7.23,54,67,45,89,4,1,2,1
1209,6.37,66,93,31,23,0,3,4,1
1210,9.99,91,33,42,11,6,0,5,1
1211,7.13,81,90,99,59,4,1,1,1
1212,7.26,59,94,80,83,2,1,1,1
1213,5.82,92,55,2,77,3,0,1,0
1214,8.97,66,31,73,85,5,0,5,1
1215,8.47,54,8,62,15,2,2,0,1
1216,6.1,94,62,39,28,1,2,1,0
1217,5.41,91,71,17,31,3,3,4,0
1218,8.4,58,77,66,82,3,2,4,1
1219,8.27,98,32,61,34,3,0,0,1
1220,6.37,82,86,9,42,2,2,5,1
1221,9.75,85,20,51,95,1,1,1,1
1222,5.76,85,54,72,52,5,0,3,1
1223,7.16,67,75,45,19,4,3,3,1
1224,9.72,58,56,54,83,2,1,2,1
1225,7.1,78,1,45,7,0,1,0,0
1226,8.19,99,12,74,98,0,1,3,1
1227,6.99,63,3,59,41,2,0,2,0
1228,6.37,74,83,96,76,4,0,4,1
1229,9.92,64,49,99,69,0,3,2,1
1230,7.05,55,47,25,15,4,2,1,1
1231,9.47,91,77,26,68,3,2,1,1
1232,6.15,78,29,37,52,2,2,4,0
1233,6.07,64,28,21,44,3,2,0,0
1234,5.16,78,7,25,50,0,1,5,0
1235,8.26,53,11,85,97,4,0,1,1
1236,6.84,67,40,68,5,3,2,1,1
1237,9.32,99,25,34,32,0,1,2,1
1238,7.37,98,49,65,78,6,0,2,1
1239,9.84,93,1,98,14,1,0,2,1
1240,5.93,88,54,72,13,3,0,3,0
1241,9.34,65,55,50,38,1,1,4,1
1242,8.88,60,13,17,62,1,2,0,0
1243,8.85,63,5,42,4,5,0,2,0
1244,9.22,52,94,11,89,7,1,0,1
1245,8.81,100,80,2,80,0,0,2,1
1246,8.13,99,88,81,51,2,3,1,1
1247,5.66,91,60,6,15,4,3,0,0
1248,5.16,87,95,96,98,6,1,3,1
1249,9.6,94,11,5,37,0,2,2,0
1250,8.08,91,12,81,52,5,2,5,1
1251,8.98,67,18,44,86,5,0,4,1
1252,7.41,69,43,85,76,6,2,1,1
1253,5.59,97,88,38,96,3,2,2,1
